Paragraph Number,Paragraph Style,First Line Indent (cm),Hanging Indent (cm),Font Name,Font Size,Character Count,Word Count,Tab Count,Equals Sign Count,Is Italic,Is Bold,Text,Numbering Type,List Value,Within Table,Paragraph Range
406,H3,0.0,3.0,ZapfEllipt BT,10.5,30,5,0,0,No,Yes,Disadvantages of SBU Structure,0,0,False,"[75829, 75861]"
407,t,0.0,3.0,ZapfEllipt BT,9.5,91,15,0,0,No,No,The following are the major disadvantages/limitations of strategic business unit structure:,0,0,False,"[75861, 75953]"
408,xtt,0.0,3.25,ZapfEllipt BT,9.0,30,5,0,0,No,Yes,Disadvantages of SBU Structure,0,0,False,"[75953, 75985]"
409,xt,0.0,3.25,ZapfEllipt BT,9.0,19,7,1,0,No,No,1.	 Complex Process,0,0,False,"[75985, 76005]"
410,xt,0.0,3.25,ZapfEllipt BT,9.0,28,8,1,0,No,No,2.	 Challenging to Implement,0,0,False,"[76005, 76034]"
411,xt,0.0,3.25,ZapfEllipt BT,9.0,22,7,1,0,No,No,3.	 Create Competition,0,0,False,"[76034, 76057]"
412,xt,0.0,3.25,ZapfEllipt BT,9.0,18,7,1,0,No,No,4.	 Costly Process,0,0,False,"[76057, 76076]"
413,xt,0.0,3.25,ZapfEllipt BT,9.0,30,8,1,0,No,No,5.	 Difficult for Coordination,0,0,False,"[76076, 76107]"
414,tt,-0.65,3.65,ZapfEllipt BT,9.5,379,72,1,0,No,Yes,"1.	Complex process: The creation of strategic business unit is a complex process. It needs additional resources, time, legal procedures, and others. It is also essential to analyze external environment, set short term and long term objectives and develop new structure of the organization. So, formation of business unit is a complex process which needs addition budget and time.",0,0,False,"[76107, 76489]"
415,tt,-0.65,3.65,ZapfEllipt BT,9.5,394,64,1,0,No,Yes,2.	Challenging to implement: All the employees consisting of both managers and subordinates must be attentive and committed for the success of new business unit. Each member must be accountable for accomplishment of assigned job. Strategy of strategic business unit will be successfully implemented only through proper guidance and mutual cooperation between unit manager and corporate manager.,0,0,False,"[76489, 76888]"
416,tt,-0.65,3.65,ZapfEllipt BT,9.5,386,65,1,0,No,Yes,"3.	Create competition: In some situation, it may create competition between different SBUs of the company. SBUs have enough freedom to perform their business activities effectively. The corporate office may offer umbrella of brands to dominate a market. It also creates internal competition that could limit profitability position if necessary measures are not taken into consideration.",0,0,False,"[76888, 77276]"
417,tt,-0.65,3.65,ZapfEllipt BT,9.5,387,70,1,0,No,Yes,"4.	Costly process: Formation of strategic business units is a costly process. Each SBU is operating under its own identity, which means all the significant tasks of brand development must be created and implemented each time. It needs additional budget, experts, physical facilities and other resources. So, it is not appropriate for small business organization having limited resources.",0,0,False,"[77276, 77666]"
418,tt,-0.65,3.65,ZapfEllipt BT,9.5,495,85,1,0,No,Yes,"5.	Difficult for coordination: Under a company there may be various SBUs based on scope of business. Each SBU obtains some level of independency for regular business activities. Business unit managers have to report about the status of business turnover to corporate office with specified time intervals. If unit managers do not recognize their responsibility it becomes more difficult to maintain coordination over their activities. In such situation, corporate manager needs to give more time.",0,0,False,"[77666, 78164]"
419,H2,0.0,0.0,Impact,13.0,25,4,0,0,No,No,Holding Company Structure,0,0,False,"[78164, 78191]"
420,t,0.0,3.0,ZapfEllipt BT,9.5,594,102,0,0,No,No,"A holding company is a corporation that owns the major portion shares of another company. It is a separate company having dealing own business and also invest for purchasing the shares of other companies. Usually, holding company performs business in host country and expands its business by purchasing the shares of various companies located in different regions or even at international level. So, holding company is also known as Investment Company. The concept of holding company reduces risk for the shareholders and can permit the ownership and control of a number of different companies.",0,0,False,"[78191, 78788]"
421,t,0.0,3.0,ZapfEllipt BT,9.5,696,117,0,0,No,No,"In case of multination company, the parent company is known as holding company. It expands business by opening subsidiary companies in different parts of the world. Usually, parent company invests minimum 50 percent or more in share value of the subsidiary companies located in different parts of the world. Subsidiary companies have independency in day to day operation of business. They can set objectives, formulate and implement plan, and maintain control over their business activities. However, for determination of long term objectives and taking strategic decision of subsidiary companies, parent company plays significant role. The following is the specimen of holding company structure:",0,0,False,"[78788, 79486]"
422,M2,0.0,0.0,Book Antiqua,9.5,4,2,0,0,No,No,"",0,0,True,"[79486, 79515]"
423,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[79515, 79516]"
424,H2,0.0,0.0,Impact,13.0,29,5,0,0,No,No,Advantages of Holding Company,0,0,False,"[79516, 79547]"
425,t,0.0,3.0,ZapfEllipt BT,9.5,146,28,0,0,No,No,"There are various reasons that a holding company in a group structure is more beneficial than having a single stand company, which are as follows:",0,0,False,"[79547, 79696]"
426,xtt,0.0,3.25,ZapfEllipt BT,9.0,29,5,0,0,No,Yes,Advantages of Holding Company,0,0,False,"[79696, 79727]"
427,xt,0.0,3.25,ZapfEllipt BT,9.0,23,8,1,0,No,No,1.	 Minimize Legal Risk,0,0,False,"[79727, 79751]"
428,xt,0.0,3.25,ZapfEllipt BT,9.0,23,8,1,0,No,No,2.	 Protection of Asset,0,0,False,"[79751, 79775]"
429,xt,0.0,3.25,ZapfEllipt BT,9.0,16,7,1,0,No,No,3.	 Tax Benefits,0,0,False,"[79775, 79792]"
430,xt,0.0,3.25,ZapfEllipt BT,9.0,18,7,1,0,No,No,4.	 Share Expenses,0,0,False,"[79792, 79811]"
431,xt,0.0,3.25,ZapfEllipt BT,9.0,22,8,1,0,No,No,5.	 Means of Expansion,0,0,False,"[79811, 79834]"
432,tt,-0.65,3.65,ZapfEllipt BT,9.5,398,78,1,0,No,Yes,1.	Minimize legal risk: Holding company is only the major shareholder of the companies where it has investment on shares. It is the reason that there is low level of risk of legal action against the holding company for goods and services dealt by the subsidiary companies. The primary risk of holding company is to minimize the value of stock (shares) due to any legal action to subsidiary company.,0,0,False,"[79834, 80236]"
433,tt,-0.65,3.65,ZapfEllipt BT,9.5,444,77,1,0,No,Yes,"2.	Protection of asset: Holding company has right to hold the valuable assets of subsidiary companies such as trading assets, investment, plant and machinery, intellectual property and other valuable properties. The subsidiaries can use such assets for daily operation of the business and fulfillment of its trading responsibilities. Assets can be used as collateral security for granting loan, but final ownership is vested to holding company.",0,0,False,"[80236, 80682]"
434,tt,-0.65,3.65,ZapfEllipt BT,9.5,328,63,1,0,No,Yes,"3.	Tax benefits: Dividend can be divided between the holding company and subsidiary companies only charging 5% tax on payable amount. But if surplus amount is reinvested in the existing business, it is not necessary to pay any tax to the government. This provides opportunity for expansion of business based on its future scope.",0,0,False,"[80682, 81013]"
435,tt,-0.65,3.65,ZapfEllipt BT,9.5,336,57,1,0,No,Yes,4.	Share expenses: Operating and other expenses incurred in subsidiary companies are shared by both holding company and shareholders of subsidiary company. In such situation there is low level of risk for bearing outstanding expenses. It can minimize more financial burden to both holding company and shareholders of subsidiary company.,0,0,False,"[81013, 81352]"
436,tt,-0.65,3.65,ZapfEllipt BT,9.5,355,60,1,0,No,Yes,5.	Means of expansion: Holding company presents an opportunity for expansion of business at national and international level. The resources of the holding company can be combined with the resources of the shareholders of subsidiary companies to create unique market opportunities. It becomes possible to work on large scale operations in scattered market.,0,0,False,"[81352, 81710]"
437,H3,0.0,3.0,ZapfEllipt BT,10.5,32,5,0,0,No,Yes,Disadvantages of Holding Company,0,0,False,"[81710, 81744]"
438,t,0.0,3.0,ZapfEllipt BT,9.5,74,13,0,0,No,No,The following are the common disadvantages/limitations of holding company:,0,0,False,"[81744, 81820]"
439,xtt,0.0,3.25,ZapfEllipt BT,9.0,32,5,0,0,No,Yes,Disadvantages of Holding Company,0,0,False,"[81820, 81854]"
440,xt,0.0,3.25,ZapfEllipt BT,9.0,27,8,1,0,No,No,1.	 Require Huge Investment,0,0,False,"[81854, 81882]"
441,xt,0.0,3.25,ZapfEllipt BT,9.0,21,8,1,0,No,No,2.	 Complex to Manage,0,0,False,"[81882, 81904]"
442,xt,0.0,3.25,ZapfEllipt BT,9.0,23,7,1,0,No,No,3.	 Reduce Transparency,0,0,False,"[81904, 81928]"
443,xt,0.0,3.25,ZapfEllipt BT,9.0,33,9,1,0,No,No,4.	 Loss for Individual Investors,0,0,False,"[81928, 81962]"
444,xt,0.0,3.25,ZapfEllipt BT,9.0,32,8,1,0,No,No,5.	 Create Conflicting Interests,0,0,False,"[81962, 81995]"
445,tt,-0.65,3.65,ZapfEllipt BT,9.5,379,70,1,0,No,Yes,"1.	Require huge investment: Holding company is easy to form but it needs huge investment of capital. When a company management decided to purchase the major shares of another company it needs large amount of capital. The investment of huge capital means to take high level of risk. So, company having limited resources cannot think for expansion of business through subsidiaries.",0,0,False,"[81995, 82378]"
446,tt,-0.65,3.65,ZapfEllipt BT,9.5,433,73,1,0,No,Yes,"2.	Complex to manage: Usually, subsidiary companies are independent for day to day business activities. They can set objectives, formulate and implement plans and maintain control over business activities. However, holding company prefers influence over the strategic decision and polices of the subsidiary companies. In some cases, conflict may come into existence between the corporate manager and managers of subsidiary companies.",0,0,False,"[82378, 82816]"
447,tt,-0.65,3.65,ZapfEllipt BT,9.5,364,64,1,0,No,Yes,3.	 Reduce transparency: The management of holding companies usually does not formalize the internal management and operation system of the company. It is responsible only towards the shareholders for payment of dividend. It maintains all the internal matters secret within the limited managers of the company. In some situation it becomes riskier for the company.,0,0,False,"[82816, 83186]"
448,tt,-0.65,3.65,ZapfEllipt BT,9.5,400,71,1,0,No,Yes,"4.	 Loss for individual investors: Holding company holds a major number of shares of subsidiary companies it own name. If parent company suffers from any financial crisis and decided to sale its shares in subsidiary companies, it can provide great negative effect on individual investors. Therefore, investment in holding companies is more risky to individual shareholders having lump-sum investment.",0,0,False,"[83186, 83588]"
449,tt,-0.65,3.65,ZapfEllipt BT,9.5,412,71,1,0,No,Yes,"5.	 Create conflicting interests: In holding company, there may be conflicting interest of parent company and subsidiary companies. The management of parent company may think about short term return through strategic use of creativity, skills, knowledge and other competitive advantages. Similarly, management of subsidiary companies may have vision to get long term return through good service to the customers.",0,0,False,"[83588, 84003]"
450,H2,0.0,0.0,Impact,13.0,20,5,0,0,No,No,Team-Based Structure,0,0,False,"[84003, 84025]"
451,t,0.0,3.0,ZapfEllipt BT,9.5,811,138,0,0,No,No,"The practice of team organization is common in modern and large business organizations involved large and complex business activities. Team organization is an approach to organizational design that emphasizes almost exclusively on project type teams having little and some cases no functional hierarchy. In the team organization, works are divided into various projects or units and each project work is entrusted to a team having dedicated and efficient members. When a unit becomes large it is sub-divided into smaller manageable units.  Employees can move from one project to another project on the basis of demand of the projects. The skills and efficiency of the employees are considered for assigning project. Team members work together in such a way that they utilize their skill to achieve common goals.",0,0,False,"[84025, 84840]"
452,t,0.0,3.0,ZapfEllipt BT,9.5,493,90,0,0,No,No,"In team organization, there is a provision of division of project works in small units and each unit is assigned to a team having skilled members. This helps the team members to change direction, explore new ideas, and try new methods based on effectiveness in performance. The value of team is increasing today because of their role in employee motivation, productivity, employee satisfaction, improving communication, problem solving and so on. A specimen of team organization is as follows:",0,0,False,"[84840, 85334]"
453,F5,0.0,0.0,Book Antiqua,8.0,2,2,0,0,No,No,,0,0,False,"[85334, 85363]"
454,H3,0.0,3.0,ZapfEllipt BT,10.5,41,7,0,0,No,Yes,Advantages/ Benefits of Team Organization,0,0,False,"[85363, 85406]"
455,t,0.0,3.0,ZapfEllipt BT,9.5,61,11,0,0,No,No,The following are the common advantages of team organization:,0,0,False,"[85406, 85470]"
456,xtt,0.0,3.25,ZapfEllipt BT,9.0,41,7,0,0,No,Yes,Advantages/ Benefits of Team Organization,0,0,False,"[85470, 85513]"
457,xt,0.0,3.25,ZapfEllipt BT,9.0,26,7,1,0,No,No,1.	Collective goal setting,0,0,False,"[85513, 85540]"
458,xt,0.0,3.25,ZapfEllipt BT,9.0,15,6,1,0,No,No,2.	Mutual trust,0,0,False,"[85540, 85556]"
459,xt,0.0,3.25,ZapfEllipt BT,9.0,26,6,1,0,No,No,3.	Effective communication,0,0,False,"[85556, 85583]"
460,xt,0.0,3.25,ZapfEllipt BT,9.0,28,7,1,0,No,No,4.	Decision by understanding,0,0,False,"[85583, 85612]"
461,xt,0.0,3.25,ZapfEllipt BT,9.0,23,6,1,0,No,No,5.	Complementary skills,0,0,False,"[85612, 85636]"
462,tt,-0.65,3.65,ZapfEllipt BT,9.5,349,65,1,0,No,Yes,"1.	Collective goal setting: In team organization, there is the system of collective goal settings. Since it is project form of organization, teams have little and some cases no functional hierarchy. There are few rules and regulations need to consider. Top management invites team members in setting goal, formulation of plan and its implementation.",0,0,False,"[85636, 85987]"
463,tt,-0.65,3.65,ZapfEllipt BT,9.5,284,55,1,0,No,Yes,2.	Mutual trust: Mutual trust and value to each other is one of the important part of team organization. Members of team are heterogeneous and expertise in certain functional areas. They are inter-dependent and complementary to each other. They do assigned job through mutual support.,0,0,False,"[85987, 86273]"
464,tt,-0.65,3.65,ZapfEllipt BT,9.5,377,63,1,0,No,Yes,"3.	Effective communication: Team organization emphasizes on two-way communication. Therefore, for taking any decision, there is system of transfer of information between manager and team members. Similarly, team members have close communication of information to each others to solve operational problems. It facilitates for smooth functioning of the organizational activities.",0,0,False,"[86273, 86652]"
465,tt,-0.65,3.65,ZapfEllipt BT,9.5,315,59,1,0,No,Yes,"4.	Decision by understanding: Manager invites subordinates to participate in decision making process. They can provide views, opinions, ideas, information and suggestion, etc. in the course of decision making. Final decision is taken through mutual consent among all the members. It helps to take rational decision.",0,0,False,"[86652, 86971]"
466,tt,-0.65,3.65,ZapfEllipt BT,9.5,299,56,1,0,No,Yes,5.	Complementary skills: A team is a small group of people with complementary skills. They are experts in certain area of knowledge. They are interdependent to each other. They provide support to each other while doing team work. It facilitates to develop competitive advantages of the organization.,0,0,False,"[86971, 87272]"
467,H3,0.0,3.0,ZapfEllipt BT,10.5,46,7,0,0,No,Yes,Disadvantages/Limitations of Team Organization,0,0,False,"[87272, 87320]"
468,t,0.0,3.0,ZapfEllipt BT,9.5,64,11,0,0,No,No,The following are the common disadvantages of team organization:,0,0,False,"[87320, 87387]"
469,xtt,0.0,3.25,ZapfEllipt BT,9.0,46,7,0,0,No,Yes,Disadvantages/Limitations of Team Organization,0,0,False,"[87387, 87435]"
470,xt,0.0,3.25,ZapfEllipt BT,9.0,21,7,1,0,No,No,1.	Source of conflict,0,0,False,"[87435, 87457]"
471,xt,0.0,3.25,ZapfEllipt BT,9.0,26,7,1,0,No,No,2.	Difficult to coordinate,0,0,False,"[87457, 87484]"
472,xt,0.0,3.25,ZapfEllipt BT,9.0,28,8,1,0,No,No,3.	Lack of effective control,0,0,False,"[87484, 87513]"
473,xt,0.0,3.25,ZapfEllipt BT,9.0,23,6,1,0,No,No,4.	More interdependency,0,0,False,"[87513, 87537]"
474,xt,0.0,3.25,ZapfEllipt BT,9.0,22,7,1,0,No,No,5.	Complex in decision,0,0,False,"[87537, 87560]"
475,tt,-0.65,3.65,ZapfEllipt BT,9.5,371,69,1,0,No,Yes,"1.	Source of conflict: In team organization, works are divided among teams on the basis of common nature. There may be the possibility of conflict among team members as the responsibilities are inter-dependent to each other. It may create obstruction in smooth functioning of the organization. Corporate executive needs to invest more time and effort to resolve conflict.",0,0,False,"[87560, 87933]"
476,tt,-0.65,3.65,ZapfEllipt BT,9.5,401,73,1,0,No,Yes,2.	Difficult to coordinate: Works are divided in different teams on the basis of nature and size of business. Each work is assigned to the teams by considering their efficiency. Team members are independent and self responsible for doing assigned job.  If there is lack of mutual relation among the team members then executive needs to devote more time to maintain coordination over their performance.,0,0,False,"[87933, 88336]"
477,tt,-0.65,3.65,ZapfEllipt BT,9.5,318,59,1,0,No,Yes,3.	Lack of effective control: Various teams are formed on the basis of nature of job. The team members are independent and responsible for all the assigned activities. It creates the problem of effective control over functions of teams. Top management needs to maintain close supervision over the performance of teams.,0,0,False,"[88336, 88656]"
478,tt,-0.65,3.65,ZapfEllipt BT,9.5,312,55,1,0,No,Yes,4.	More interdependency: There is interrelation and interdependency over the performance of all the teams. The lack of effective performance in one team creates problems in the performance of all the teams of the organization. Corporate office needs to play major role for smooth functioning of the organization.,0,0,False,"[88656, 88970]"
479,tt,-0.65,3.65,ZapfEllipt BT,9.5,381,63,1,0,No,Yes,"5.	Complex in decision: Team organization emphasizes on participative decision making process. Manager invites subordinates to provide their views, ideas, experience and knowledge for solving problems. Involvement of more persons in decision making process makes it complex. If any misunderstanding and conflict raised among teams members it may create problems in timely decision.",0,0,False,"[88970, 89353]"
480,H2,0.0,0.0,Impact,13.0,36,5,0,0,No,No,Structure of Multinational Companies,0,0,False,"[89353, 89391]"
481,t,0.0,3.0,ZapfEllipt BT,9.5,648,109,0,0,No,No,"A company if performs business in two or more countries it is known as multinational company. Multinational companies are incorporated in a country but they perform business in many countries of the world. Specially, they perform business operation all over the world through their branches, subsidiaries or agents. All the business activities are managed and controlled by the head office of the company which is situated in mother country. The concept of multinational company is the outcome of the development of the mutual cooperation among friendly nations, development of new technology, mass production and the development of global economy.",0,0,False,"[89391, 90041]"
482,t,0.0,3.0,ZapfEllipt BT,9.5,646,107,0,0,No,No,"Multinational companies involve in mass scale production and distribution of the specific products. They involve in mass production by taking the scope of distribution at the international level. They have Mother Company in a country but perform production, distribution, marketing, finance and promotion functions in many countries through subsidiaries or branches. The equity capital of the subsidiaries or branches company is contributed by the people of both host country and parent company. However, management and control of the branches is done according to system of parent company. The following is the specimen of a multination company:",0,0,False,"[90041, 90689]"
483,t1,0.0,2.54,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,False,"[90689, 90690]"
484,t1,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[90690, 90692]"
485,t1,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[90692, 90693]"
486,t1,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[90693, 90694]"
487,t1,0.0,0.0,Book Antiqua,9.5,0,1,0,0,No,No,,0,0,True,"[90694, 90695]"
488,t1,0.0,0.0,Book Antiqua,9.5,1,1,0,0,No,No,,0,0,True,"[90695, 90696]"
489,Normal,0.0,0.0,Calibri,11.0,1,1,0,0,No,No,,0,0,True,"[90696, 90697]"
490,H3,0.0,3.0,ZapfEllipt BT,10.5,35,5,0,0,No,Yes,Advantages of Multinational Company,0,0,False,"[90697, 90733]"
491,t,0.0,3.0,ZapfEllipt BT,9.5,46,8,0,0,No,No,The important advantages of multinational are:,0,0,False,"[90733, 90781]"
492,tt,-0.65,3.65,,9.5,396,65,1,0,No,Yes,1.	Huge capital and modern technology: Investment of huge capital and introduction of modern technology in host country is one of the most important advantages of multinational company. It emphasizes modern technology while establishing plant and industry. It helps to minimize the scarcity of capital in the host country. Similarly modern technologies are introduced in underdeveloped countries.,0,0,False,"[90781, 91179]"
493,tt,-0.65,3.65,,9.5,375,66,1,0,No,Yes,"2.	Mass and qualitative products: The main advantage of multinational company is to produce goods at a larger scale. Hence, it establishes large plant by investing huge capital. It maintains international standard in its products and services. For mass and quality production, it mobilizes skilled and efficient manpower and modern technology and plant in production process.",0,0,False,"[91179, 91556]"
494,tt,-0.65,3.65,,9.5,354,61,1,0,No,Yes,"3.	Efficient management: Management is the back bone of any organization. Multinational company gives priority for efficient and up to date management system. For this purpose it hires professional managers and introduces modern system of management. In other words, the main reason of success of multinational company is its efficient management system.",0,0,False,"[91556, 91912]"
495,tt,-0.65,3.65,,9.5,342,62,1,0,No,Yes,4.	Minimum cost of production: Mass production helps to minimize per unit cost of products because fixed cost remain consent at any level of output. Multinational company produces goods and services at large scale. Such technique helps to minimize per unit cost of production and can supply quality products in low cost in competitive market.,0,0,False,"[91912, 92256]"
496,tt,-0.65,3.65,,9.5,373,59,1,0,No,Yes,"5.	Employment opportunities: Multinational Companies are one of the important sources of employment. They provide employment opportunities to the people of host country both in administrative and technical work according to their skill and knowledge. Local people can get employment opportunity in production process, financial activities, management and promotional works.",0,0,False,"[92256, 92631]"
497,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92631, 92633]"
498,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92633, 92634]"
499,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92634, 92635]"
500,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92635, 92636]"
501,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92636, 92637]"
502,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92637, 92638]"
503,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,Yes,Yes,,0,0,False,"[92638, 92639]"
504,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92639, 92640]"
505,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92640, 92641]"
506,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92641, 92642]"
507,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92642, 92643]"
508,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92643, 92644]"
509,F5,0.0,2.86,Book Antiqua,8.0,0,1,0,0,No,Yes,,0,0,False,"[92644, 92645]"
510,M3,0.0,2.54,Georgia,11.0,0,1,0,0,No,Yes,,0,0,False,"[92645, 92646]"
511,M3,0.0,2.54,Georgia,11.0,0,1,0,0,No,Yes,,0,0,False,"[92646, 92647]"
512,H3,0.0,3.0,ZapfEllipt BT,10.5,38,5,0,0,No,Yes,Disadvantages of Multinational Company,0,0,False,"[92647, 92686]"
513,t,0.0,3.0,ZapfEllipt BT,9.5,97,16,0,0,No,No,The major disadvantages of the multinational company may be studied under the following headings:,0,0,False,"[92686, 92785]"
514,tt,-0.65,3.65,,9.5,394,61,0,0,No,Yes,1. Displacement of local industries: The major limitation of multinational company is the displacement of local industries. Local industries cannot face competition with multinational companies because they produce goods and service at large scale and use modern technology. Medium and small scale cottage industries of host country either displaced or surrendered to the multinational company.,0,0,False,"[92785, 93181]"
515,tt,-0.65,3.65,,9.5,518,92,0,0,No,Yes,"2. Outflow of capital: Generally, at the initial stage multinational companies bring huge capital in the host country. They invest capital for establishment of plant and to manage working capital. But, as professional business concerns, their main motive is to earn maximum profit. Therefore, in the long run, multinational companies earn more profit by implementing their efficiency and network. They transmit huge profit to their parent country after the payment of necessary taxes to the government of host country.",0,0,False,"[93181, 93701]"
516,tt,-0.65,3.65,,9.5,444,86,0,0,No,Yes,"3. Economic exploitation: The main motive of multinational company is to earn maximum profit. For this purpose it utilizes raw materials and labour force of host country at cheap price. It means, it purchases raw material in minimum cost and used it in production process. Similarly, it pays fewer wages to employees as compare to the employees of parent country. But, it charges high price to the finished products by using its own brand name.",0,0,False,"[93701, 94147]"
517,tt,-0.65,3.65,,9.5,439,76,0,0,No,Yes,"4. Consumer exploitation: Multinational companies have monopoly power in the market. They capture market by using various techniques like developing network for promotion, product differentiation, maintaining brand image and fame etc. They can charge any price for the products and exploit to the customers by charging high price. They are in a position to increase or decrease price of the product according to their will and requirement.",0,0,False,"[94147, 94588]"
518,tt,-0.65,3.65,,9.5,374,64,0,0,No,Yes,"5. Inequality to staffs: A multinational company appoints staffs both from parent country and host country. But there is inequality in appointment. It hires high level authority from parent country and their remuneration, allowances and other facilities are also high. Similarly, it appoints lower level employees from host country and pays less remuneration and facilities.",0,0,False,"[94588, 94965]"
519,M2,0.0,0.0,Book Antiqua,3.0,0,1,0,0,No,Yes,,0,0,False,"[94965, 94966]"
520,H2,0.0,0.0,Impact,13.0,20,3,0,0,No,No,Network organization,0,0,False,"[94966, 94988]"
521,t,0.0,3.0,ZapfEllipt BT,9.5,897,147,0,0,No,No,"A network organizational structure is an alliance of several organizations for the purpose of producing a product or providing service to customers. It is also known as virtual or modular organization structure. A network form of organization is concerned with collection of members that pursue repeated and enduring exchange relations with one another and resolve disputes that may arise during the exchange. The main objective of network structure is to eliminate unnecessary departments and to perform specialized works through outsource experts. Such works consist of marketing, logistic, human resource management, technical support, accounting, etc. In network form of organization there is a very small staff in head office to perform administrative work. On the basis of necessity, it manages temporary workers and outsources basic support service to face the demand of changing situation.",0,0,False,"[94988, 95890]"
522,t,0.0,3.0,ZapfEllipt BT,9.5,634,103,0,0,No,No,"Network organization includes a wide range of joint ventures, strategic alliances, business groups, franchises, research consortia, relational contracts, and outsourcing agreements. Generally, the management identifies its core competency, and then it outsources non-critical tasks to other organizations that have core competencies. The task is given to other organizations on the basis of contract. The responsibility of the management is to focus on strategies and to maintain coordination among experts for uniform progress of work. At present, the world’s leading business organizations perform business through computer network.",0,0,False,"[95890, 96526]"
523,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96526, 96528]"
524,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96528, 96529]"
525,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96529, 96530]"
526,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96530, 96531]"
527,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96531, 96532]"
528,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96532, 96533]"
529,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96533, 96534]"
530,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96534, 96535]"
531,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96535, 96536]"
532,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96536, 96537]"
533,F5,0.0,2.54,Book Antiqua,8.0,0,1,0,0,No,No,,0,0,False,"[96537, 96538]"
534,H2,0.0,0.0,Impact,13.0,44,7,0,0,No,No,Advantages/ Benefits of Network Organization,0,0,False,"[96538, 96584]"
535,t,0.0,3.0,ZapfEllipt BT,9.5,73,13,0,0,No,No,The following are the common advantages/benefits of network organization:,0,0,False,"[96584, 96658]"
536,tt,-0.65,3.65,ZapfEllipt BT,9.5,479,80,1,0,No,Yes,1.	Eliminate over departmentation: One of the advantages of network organization is to eliminate over departmentation. The management identifies its core competency and then it outsources non-critical tasks to other organizations. Tasks are given to those institutions that have core competencies for performing tasks on the basis of contract. The responsibility of the management is to focus on strategies and to maintain coordination among experts for uniform progress of work.,0,0,False,"[96658, 97141]"
537,tt,-0.65,3.65,ZapfEllipt BT,9.5,336,60,1,0,No,Yes,"2.	Minimize administrative cost: In network form of organization there is a very small staff in head office to perform administrative work. On the basis of necessity, it manages temporary workers and outsources basic support service to meet the demand of changing situation. It helps to minimize administrative cost of the organization.",0,0,False,"[97141, 97482]"
538,tt,-0.65,3.65,ZapfEllipt BT,9.5,392,65,1,0,No,Yes,"3.	Benefit of specialization: Network organization emphasizes on core competency in certain area of knowledge. In some area of knowledge, organization should have own core competency or specialization. It outsources non-critical tasks to other organizations that have core competency on the basis of agreement. Combination of service of specialization helps to develop competitive advantages.",0,0,False,"[97482, 97877]"
539,tt,-0.65,3.65,ZapfEllipt BT,9.5,286,56,1,0,No,Yes,"4.	Flexible in operation: It is the flexible form of organization. The management can hire new employees when they have need for specialized tasks. Similarly, non-critical tasks can outsource on agreement. Therefore, it is adaptable on the basis of changing environment of the business.",0,0,False,"[97877, 98165]"
